GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,2544,LeBron James,LeBron,71,41,30,0.577,2503.6833333333334,685,1269,0.54,149,363,0.41,303,404,0.75,61,457,518,589,245,89,38,59,78,308,1822,218,3463.1,27,5,3332.0,5,5,17,8,3,2,2,4,3,3,4,2,2,9,3,2,2,1,1,2,2,20,15,2,2,1,2,2,1,2
Players,101108,Chris Paul,Chris,58,33,25,0.569,1530.89,206,467,0.441,78,210,0.371,43,52,0.827,18,207,225,393,76,70,6,12,108,58,533,110,1544.5,5,0,1381.0,10,10,9,12,6,7,6,13,5,5,6,11,11,5,13,9,10,1,8,1,12,7,9,11,7,5,7,5,2,7
Players,200768,Kyle Lowry,Kyle,37,21,16,0.568,1037.0633333333333,103,242,0.426,62,161,0.385,35,42,0.833,25,104,129,147,53,39,15,13,94,62,303,13,787.3,1,0,749.0,12,12,8,7,9,12,12,15,10,10,8,11,12,11,9,11,12,6,7,7,8,13,15,9,12,12,12,7,3,12
Players,200782,P.J. Tucker,P.J.,28,11,17,0.393,419.9716666666667,16,45,0.356,11,30,0.367,3,3,1.0,27,44,71,16,6,13,5,2,45,10,46,-52,203.2,0,0,180.0,14,14,9,21,12,14,15,18,12,12,8,14,14,1,10,12,11,14,14,12,13,6,9,13,14,17,14,11,4,14
Players,201142,Kevin Durant,Kevin,75,44,31,0.587,2790.6366666666668,751,1436,0.523,168,407,0.413,362,423,0.856,41,454,495,378,244,69,91,49,133,361,2032,291,3429.0,14,1,3393.0,2,3,21,17,1,1,1,5,2,3,6,2,2,7,7,2,2,2,1,2,1,21,19,1,1,3,1,2,1,1
Players,201143,Al Horford,Al,65,51,14,0.785,1739.7966666666666,214,419,0.511,108,258,0.419,26,30,0.867,82,331,413,168,48,38,62,11,93,29,562,421,1561.6,3,0,1451.0,7,7,11,11,7,8,8,6,8,8,6,9,9,5,5,2,2,6,7,8,3,10,12,9,8,6,7,6,3,7
Players,201144,Mike Conley,Mike,76,53,23,0.697,2193.458333333333,294,644,0.457,179,405,0.442,102,112,0.911,37,181,218,449,102,88,17,15,128,118,869,274,2017.1,5,0,1925.0,5,5,13,9,3,6,4,12,2,3,2,5,6,1,7,6,7,1,5,2,8,12,12,4,5,5,5,5,1,5
Players,201145,Jeff Green,Jeff,78,39,39,0.5,1307.3383333333334,167,366,0.456,53,160,0.331,122,149,0.819,46,132,178,70,46,16,31,16,100,103,509,-77,922.6,0,0,904.0,2,2,15,8,7,9,9,9,7,7,11,6,6,6,7,9,9,8,8,12,6,6,9,7,9,16,9,10,4,9
Players,201152,Thaddeus Young,Thaddeus,23,6,17,0.261,350.14166666666665,54,87,0.621,1,6,0.167,5,12,0.417,29,46,75,50,11,18,3,8,38,12,114,-29,331.0,0,0,282.0,20,15,11,17,20,19,20,2,23,23,25,21,21,26,9,20,18,14,22,16,22,13,14,20,20,10,19,12,2,20
Players,201565,Derrick Rose,Derrick,24,6,18,0.25,399.3366666666666,76,165,0.461,15,41,0.366,24,27,0.889,7,38,45,78,31,8,2,15,21,31,191,-33,361.0,0,0,349.0,14,17,20,22,19,16,17,9,15,17,7,14,17,4,23,19,19,10,15,19,24,21,15,15,16,16,20,15,1,20
Players,201566,Russell Westbrook,Russell,68,45,23,0.662,1528.8166666666666,301,663,0.454,42,154,0.273,110,160,0.688,93,250,343,306,144,74,23,43,121,122,754,104,1771.6,8,1,1639.0,6,6,14,5,7,6,5,11,8,7,13,6,6,14,2,5,5,2,3,4,6,20,15,6,6,6,5,3,2,5
Players,201567,Kevin Love,Kevin,55,31,24,0.564,924.2633333333332,158,359,0.44,84,244,0.344,85,108,0.787,59,279,338,115,48,18,10,9,97,98,485,109,1099.1,6,0,1078.0,7,7,15,8,11,8,8,12,3,3,15,5,5,14,6,2,2,9,8,13,11,10,16,5,8,3,7,2,3,7
Players,201568,Danilo Gallinari,Danilo,26,5,21,0.192,385.0233333333333,57,131,0.435,20,64,0.313,47,56,0.839,12,64,76,31,12,6,3,4,26,52,181,-77,333.7,0,0,326.0,15,14,10,7,16,15,15,15,10,10,15,7,8,4,18,11,13,14,16,19,20,6,7,8,13,13,16,13,2,15
Players,201569,Eric Gordon,Eric,68,41,27,0.603,1892.63,274,618,0.443,150,397,0.378,51,64,0.797,16,106,122,139,73,66,30,40,79,63,749,131,1318.9,0,0,1352.0,5,6,18,10,5,6,6,12,4,4,7,8,8,10,14,8,10,6,6,4,5,19,16,8,6,6,6,10,2,6
Players,201572,Brook Lopez,Brook,79,48,31,0.608,2411.151666666666,366,755,0.485,148,404,0.366,110,134,0.821,117,292,409,127,79,43,189,22,191,120,990,278,2288.3,5,0,2138.0,2,2,18,12,3,4,4,9,3,3,9,3,3,9,3,3,3,5,5,6,1,16,20,3,4,4,3,4,3,4
Players,201577,Robin Lopez,Robin,16,10,6,0.625,64.73,7,19,0.368,2,8,0.25,2,2,1.0,3,2,5,4,2,1,3,1,7,4,18,-23,40.0,0,0,37.0,17,16,4,5,17,17,18,19,15,15,16,16,16,1,16,18,17,18,17,19,14,5,5,16,17,15,17,9,3,17
Players,201580,JaVale McGee,JaVale,46,28,18,0.609,339.3616666666667,79,132,0.598,1,7,0.143,26,45,0.578,42,84,126,17,34,14,20,5,46,39,185,7,429.7,0,0,397.0,13,12,7,3,13,12,12,3,16,14,16,9,8,14,7,9,9,14,10,12,8,7,9,11,12,11,13,7,2,12
Players,201587,Nicolas Batum,Nicolas,57,34,23,0.596,1475.4783333333332,113,248,0.456,71,178,0.399,15,21,0.714,70,171,241,123,39,45,34,2,104,26,312,177,983.7,0,0,905.0,6,5,22,10,5,8,9,9,6,6,6,18,18,17,6,6,6,5,8,7,6,8,23,16,8,5,6,13,2,6
Players,201599,DeAndre Jordan,DeAndre,36,24,12,0.667,395.7166666666666,58,93,0.624,0,0,0.0,26,53,0.491,54,103,157,26,23,6,16,11,56,48,142,-88,412.4,1,0,369.0,12,12,6,15,12,12,12,1,17,17,17,10,10,16,7,9,8,13,10,13,9,8,7,10,12,15,12,7,2,12
Players,201935,James Harden,James,72,46,26,0.639,2469.668333333333,352,822,0.428,186,488,0.381,302,344,0.878,34,335,369,614,185,77,57,42,127,238,1192,291,2772.8,23,3,2629.0,4,4,17,9,2,4,3,12,2,2,5,1,1,5,8,3,4,1,1,3,3,19,17,2,3,3,3,1,1,3
Players,201939,Stephen Curry,Stephen,74,43,31,0.581,2421.5383333333334,650,1445,0.45,357,876,0.408,299,324,0.923,37,293,330,379,210,54,28,51,117,269,1956,189,2956.5,7,0,3186.0,2,1,13,8,1,1,1,12,1,1,1,1,1,3,10,3,6,2,1,5,7,17,12,1,1,2,1,2,2,1
Players,201942,DeMar DeRozan,DeMar,79,37,42,0.468,2988.568333333333,650,1355,0.48,75,225,0.333,522,612,0.853,43,297,340,421,135,90,45,75,161,439,1897,-62,3206.5,7,0,3003.0,1,1,16,10,1,1,1,7,6,6,8,1,1,2,8,4,4,1,2,2,4,18,14,1,1,14,1,3,1,1
Players,201949,James Johnson,James,9,4,5,0.444,47.195,3,10,0.3,0,2,0.0,2,2,1.0,1,3,4,8,5,5,1,2,9,2,8,5,37.8,0,0,32.0,18,18,4,20,18,19,19,20,16,17,16,18,18,1,19,19,19,17,16,16,15,7,5,18,19,15,18,12,3,18
Players,201950,Jrue Holiday,Jrue,69,53,16,0.768,2263.278333333333,331,689,0.48,138,322,0.429,60,72,0.833,84,289,373,333,124,61,53,28,108,84,860,427,2025.1,7,0,1932.0,6,5,15,15,4,5,5,8,6,6,3,5,6,7,3,5,5,3,3,4,5,16,15,5,5,5,5,3,3,5
Players,201959,Taj Gibson,Taj,16,7,9,0.438,165.38,7,23,0.304,0,6,0.0,2,2,1.0,10,18,28,9,5,2,6,1,28,3,16,-24,82.1,0,0,69.0,18,19,12,23,16,17,16,21,21,17,21,17,17,1,13,16,16,16,16,17,12,6,12,17,17,24,16,7,3,16
Players,201976,Patrick Beverley,Patrick,47,27,20,0.574,919.0466666666666,104,241,0.432,35,109,0.321,51,63,0.81,30,115,145,144,49,24,18,8,83,63,294,-15,761.0,1,0,702.0,8,9,21,15,8,10,10,16,11,9,19,8,8,11,9,8,8,4,6,11,8,17,19,6,9,24,9,7,2,10
Players,201980,Danny Green,Danny,2,1,1,0.5,18.45,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,1,0,1,0,0,1,0,0,0,6.9,0,0,5.0,24,23,3,22,23,25,25,25,24,25,24,22,22,22,23,24,24,24,25,23,23,1,5,23,25,16,24,13,2,24
Players,201988,Patty Mills,Patty,19,9,10,0.474,201.91666666666663,19,51,0.373,13,34,0.382,0,0,0.0,5,15,20,14,8,9,1,1,17,5,51,-39,118.0,0,0,118.0,15,13,5,3,14,15,16,14,11,13,5,18,18,18,16,16,16,15,14,14,17,2,5,15,15,9,15,9,3,15
Players,202066,Garrett Temple,Garrett,27,5,22,0.185,288.75333333333333,29,78,0.372,12,40,0.3,18,22,0.818,18,27,45,28,14,12,3,5,28,20,88,-79,215.0,0,0,203.0,15,21,18,23,21,21,21,24,17,19,16,18,18,12,17,21,21,20,20,20,22,9,10,19,21,18,21,12,2,21
Players,202083,Wesley Matthews,Wesley,36,11,25,0.306,412.87,34,97,0.351,24,69,0.348,18,24,0.75,9,44,53,23,8,16,11,6,43,20,110,-69,281.1,0,0,264.0,12,12,9,18,13,12,12,16,9,8,10,11,11,12,14,11,11,14,14,11,8,8,8,11,12,13,13,9,3,12
Players,202330,Gordon Hayward,Gordon,26,18,8,0.692,447.3666666666667,48,106,0.453,15,29,0.517,27,39,0.692,13,51,64,42,15,12,1,7,21,27,138,-1,301.8,0,0,285.0,14,14,10,15,11,13,12,13,13,14,1,10,9,15,11,11,11,12,13,11,17,11,9,11,11,16,11,5,2,11
Players,202331,Paul George,Paul,74,48,26,0.649,2501.766666666667,582,1236,0.471,243,588,0.413,264,291,0.907,37,351,388,262,153,113,37,55,202,234,1671,461,2826.6,3,0,2864.0,3,1,17,7,1,2,1,10,1,1,4,2,2,3,7,2,3,3,2,1,5,21,21,3,1,1,2,5,4,1
Players,202397,Ish Smith,Ish,43,6,37,0.14,740.8466666666667,66,158,0.418,4,8,0.5,3,4,0.75,11,65,76,145,47,17,4,7,49,14,139,-280,463.7,0,0,406.0,8,17,20,21,13,17,16,20,20,20,1,23,23,17,18,14,15,6,11,14,18,10,14,19,17,21,16,11,2,17
Players,202681,Kyrie Irving,Kyrie,58,39,19,0.672,2029.6083333333331,562,1131,0.497,173,421,0.411,190,210,0.905,44,246,290,299,106,74,28,39,112,180,1487,277,2483.5,5,0,2453.0,6,5,13,3,3,2,2,8,3,3,2,2,2,1,7,2,3,2,2,2,6,21,17,2,2,2,2,4,2,2
Players,202684,Tristan Thompson,Tristan,49,28,21,0.571,548.9166666666666,73,119,0.613,0,1,0.0,15,52,0.288,73,101,174,51,29,12,14,11,59,57,161,-13,495.3,1,0,438.0,12,12,9,11,12,12,12,2,16,16,16,13,10,14,3,10,9,11,10,12,10,8,8,8,12,11,12,7,2,12
Players,202685,Jonas Valanciunas,Jonas,82,49,33,0.598,1924.8316666666667,402,719,0.559,37,120,0.308,161,205,0.785,186,535,721,173,111,33,68,47,218,196,1002,158,2318.7,33,0,2135.0,1,1,20,11,5,4,4,3,10,9,15,3,3,11,1,1,1,5,3,10,1,18,19,3,4,7,4,1,2,4
Players,202687,Bismack Biyombo,Bismack,30,14,16,0.467,718.0883333333334,67,119,0.563,0,0,0.0,22,46,0.478,57,134,191,51,38,10,34,11,82,42,156,-62,555.7,2,0,486.0,13,8,18,2,11,18,20,1,30,31,30,15,12,25,6,9,7,18,13,18,5,16,28,12,20,17,14,7,1,14
Players,202691,Klay Thompson,Klay,77,41,36,0.532,2284.168333333333,490,1133,0.432,268,692,0.387,127,137,0.927,35,219,254,176,117,50,35,27,127,91,1375,7,2081.8,0,0,2243.0,1,3,18,17,2,2,2,14,2,2,3,4,4,2,11,6,9,5,4,6,5,12,14,8,2,13,2,10,2,2
Players,202692,Alec Burks,Alec,43,7,36,0.163,900.5766666666667,160,406,0.394,99,247,0.401,121,134,0.903,16,94,110,68,32,21,11,11,64,104,540,-186,838.0,0,0,881.0,8,8,24,15,10,9,7,22,3,3,7,4,4,5,10,9,10,9,10,10,11,18,23,5,7,22,9,11,1,8
Players,202693,Markieff Morris,Markieff,26,15,11,0.577,216.3883333333333,23,68,0.338,15,42,0.357,5,6,0.833,4,35,39,16,12,5,3,2,12,8,66,-57,148.8,0,0,152.0,17,17,7,16,18,18,17,22,12,14,8,19,20,4,18,18,18,18,16,17,17,4,5,19,18,17,18,10,2,18
Players,202694,Marcus Morris Sr.,Marcus,37,22,15,0.595,636.8216666666667,90,205,0.439,36,90,0.4,31,36,0.861,18,91,109,26,19,13,11,6,61,31,247,-9,469.8,0,0,466.0,11,11,16,11,13,13,11,15,9,10,4,11,12,7,14,10,11,17,15,18,11,13,17,12,12,21,13,13,2,12
Players,202695,Kawhi Leonard,Kawhi,68,44,24,0.647,2330.04,610,1162,0.525,140,336,0.417,253,286,0.885,84,332,416,244,119,111,59,30,97,287,1613,392,2869.2,4,1,2753.0,6,7,15,8,3,1,2,6,4,4,3,3,3,4,5,4,2,4,4,2,2,16,13,1,2,2,1,4,2,2
Players,202696,Nikola Vucevic,Nikola,76,36,40,0.474,2609.5016666666666,586,1211,0.484,92,313,0.294,106,129,0.822,210,591,801,254,120,50,60,48,190,144,1370,-180,2922.2,45,0,2737.0,4,5,15,9,3,2,2,6,4,3,12,4,4,4,2,1,1,3,3,6,2,15,18,4,3,17,2,1,1,2
Players,202699,Tobias Harris,Tobias,70,41,29,0.586,2367.78,463,951,0.487,91,258,0.353,187,213,0.878,80,373,453,217,93,70,46,76,115,165,1204,224,2328.1,9,0,2197.0,2,3,27,13,2,2,2,7,3,3,17,3,4,4,4,1,2,3,3,2,5,26,25,4,3,3,3,2,2,3
Players,202704,Reggie Jackson,Reggie,82,57,25,0.695,1816.82,326,756,0.431,102,284,0.359,79,98,0.806,33,122,155,308,106,44,12,33,149,97,833,79,1543.0,2,0,1510.0,1,1,16,11,6,5,4,13,4,4,10,7,8,6,9,8,9,3,3,5,10,12,15,6,5,6,6,5,2,6
Players,202709,Cory Joseph,Cory,26,10,16,0.385,295.8933333333333,23,64,0.359,13,42,0.31,4,7,0.571,6,24,30,42,12,4,3,2,25,8,63,-12,171.0,0,0,162.0,14,16,6,18,14,15,14,16,12,12,13,16,16,15,15,15,15,13,14,14,13,3,5,15,15,16,15,10,2,15
Players,202710,Jimmy Butler,Jimmy,60,33,27,0.55,2042.0583333333332,396,793,0.499,60,145,0.414,394,459,0.858,105,213,318,298,102,79,17,63,68,312,1246,215,2260.6,5,1,2114.0,6,6,16,14,3,2,2,4,11,11,2,1,1,9,2,3,3,1,3,2,5,20,12,2,2,1,2,3,2,2
Players,202711,Bojan Bogdanovic,Bojan,29,17,12,0.586,557.07,110,256,0.43,47,127,0.37,36,45,0.8,9,49,58,26,38,7,1,16,38,33,303,-95,397.6,0,0,450.0,12,12,14,19,14,12,11,15,8,9,8,10,11,10,14,14,14,12,8,14,16,17,13,12,12,26,13,7,3,13
Players,202722,Davis Bertans,Davis,28,9,19,0.321,582.9633333333334,82,208,0.394,66,176,0.375,16,18,0.889,7,44,51,26,17,23,9,7,46,18,246,-98,425.2,0,0,453.0,12,9,12,8,16,14,14,21,6,6,5,15,16,4,21,18,19,18,15,10,15,10,10,16,13,11,17,11,2,16
Players,202738,Isaiah Thomas,Isaiah,6,4,2,0.667,19.383333333333333,3,10,0.3,2,4,0.5,0,0,0.0,0,0,0,3,0,0,0,2,0,2,8,-14,12.5,0,0,13.0,20,20,1,2,20,20,20,20,16,17,2,21,21,21,21,22,22,19,22,21,19,3,1,20,20,15,21,10,2,21
Players,203076,Anthony Davis,Anthony,76,45,31,0.592,2700.2433333333333,713,1283,0.556,29,107,0.271,421,516,0.816,239,722,961,266,159,91,178,80,177,410,1876,151,4076.2,64,2,3670.0,3,3,19,5,1,1,1,3,10,9,13,1,1,6,1,1,1,4,3,1,1,21,21,1,1,3,1,1,2,1
Players,203078,Bradley Beal,Bradley,53,33,20,0.623,1766.7333333333331,377,735,0.513,101,235,0.43,109,134,0.813,54,178,232,265,131,52,27,37,127,102,964,107,1745.9,3,0,1720.0,8,8,15,7,6,3,3,6,5,5,4,5,5,9,5,6,6,4,4,6,7,18,18,5,4,7,5,4,2,5
Players,203081,Damian Lillard,Damian,73,48,25,0.658,2578.4283333333333,541,1277,0.424,220,622,0.354,473,514,0.92,36,284,320,508,193,72,18,85,134,357,1775,389,2998.0,12,0,3003.0,5,2,15,3,1,2,2,13,2,1,11,2,2,3,8,4,4,1,2,2,5,20,16,2,2,1,2,3,3,2
Players,203083,Andre Drummond,Andre,79,37,42,0.468,1351.2516666666668,267,480,0.556,0,3,0.0,129,218,0.592,265,443,708,37,81,73,48,42,140,186,663,26,1850.1,18,0,1650.0,1,1,16,10,6,5,6,2,16,16,16,3,3,14,1,2,2,11,6,3,3,14,13,3,6,5,5,2,1,6
Players,203084,Harrison Barnes,Harrison,82,46,36,0.561,2380.87,347,732,0.474,149,385,0.387,157,196,0.801,67,182,249,99,58,54,12,27,98,164,1000,-80,1587.3,0,0,1629.0,1,1,19,13,4,5,5,7,3,4,3,4,4,4,3,7,5,7,5,4,10,16,14,4,5,20,5,7,2,5
Players,203095,Evan Fournier,Evan,29,6,23,0.207,541.04,75,201,0.373,31,115,0.27,27,34,0.794,5,49,54,45,20,25,7,6,44,19,208,-129,416.3,0,0,402.0,11,10,19,8,12,14,11,23,8,7,24,13,13,13,22,16,16,12,15,7,12,14,20,17,14,20,12,11,1,13
Players,203109,Jae Crowder,Jae,50,25,25,0.5,1155.6983333333333,114,270,0.422,58,166,0.349,26,36,0.722,31,130,161,66,23,38,9,8,74,34,312,-69,722.2,0,0,691.0,10,12,15,19,8,8,8,15,8,8,12,8,8,14,9,8,8,10,11,8,8,12,13,8,8,20,8,9,3,8
Players,203110,Draymond Green,Draymond,55,33,22,0.6,1490.1833333333334,185,372,0.497,51,129,0.395,54,74,0.73,76,322,398,332,135,55,47,18,166,123,475,171,1621.6,10,1,1460.0,11,10,8,7,7,9,9,7,9,9,2,9,10,9,6,1,3,3,2,3,2,9,17,4,10,3,6,1,1,6
Players,203114,Khris Middleton,Khris,55,31,24,0.564,1487.27,317,643,0.493,94,247,0.381,100,120,0.833,40,217,257,292,127,51,15,26,141,110,828,125,1645.4,5,1,1603.0,9,9,13,17,7,6,6,7,5,4,7,4,5,8,7,6,6,3,3,5,6,17,17,4,6,5,5,4,2,6
Players,203200,Justin Holiday,Justin,58,38,20,0.655,862.0133333333333,88,194,0.454,55,136,0.404,3,4,0.75,9,62,71,67,14,36,9,4,69,11,234,55,540.7,0,0,517.0,9,10,10,16,9,9,10,12,7,10,3,14,14,7,11,11,11,9,12,9,11,6,8,13,9,7,9,8,2,9
Players,203458,Alex Len,Alex,48,24,24,0.5,444.245,50,81,0.617,0,3,0.0,20,34,0.588,46,82,128,50,27,11,33,10,66,26,120,142,453.6,0,0,386.0,12,13,10,17,12,13,14,2,18,17,18,12,11,13,6,10,8,10,11,13,4,11,10,12,13,3,11,7,2,13
Players,203468,CJ McCollum,CJ,66,42,24,0.636,2158.536666666667,484,1055,0.459,239,557,0.429,115,139,0.827,39,247,286,305,110,62,41,41,126,113,1322,195,2321.7,2,0,2358.0,5,3,12,4,3,3,2,8,1,1,3,6,6,7,10,4,5,3,4,4,4,16,16,5,3,5,3,4,2,2
Players,203469,Cody Zeller,Cody,43,26,17,0.605,319.70666666666665,26,62,0.419,1,3,0.333,23,38,0.605,48,64,112,39,16,9,5,10,45,37,76,46,294.9,0,0,256.0,12,12,8,8,14,14,14,12,15,16,11,12,12,17,7,12,12,12,13,13,12,9,9,12,14,11,12,8,2,13
Players,203471,Dennis Schroder,Dennis,51,18,33,0.353,1558.575,247,559,0.442,77,220,0.35,127,149,0.852,22,118,140,313,83,46,8,40,105,118,698,-30,1414.5,6,0,1336.0,4,4,25,9,3,6,4,13,5,5,6,3,5,5,15,8,9,2,2,3,15,28,28,5,5,11,5,4,2,4
Players,203482,Kelly Olynyk,Kelly,50,25,25,0.5,1019.255,145,258,0.562,36,84,0.429,80,95,0.842,63,191,254,219,81,37,12,10,132,101,406,-59,1105.3,3,0,1013.0,10,5,8,1,9,10,10,4,11,12,1,7,7,6,6,5,4,5,5,6,11,7,17,6,9,11,8,6,2,8
Players,203484,Kentavious Caldwell-Pope,Kentavious,76,54,22,0.711,2401.7566666666667,270,587,0.46,125,308,0.406,101,113,0.894,31,152,183,183,75,98,42,14,151,98,766,572,1605.1,0,0,1537.0,6,6,11,5,3,6,6,10,3,3,2,4,5,2,10,7,7,5,6,2,5,9,16,4,6,2,5,8,2,5
Players,203486,Mason Plumlee,Mason,46,29,17,0.63,673.9266666666666,87,153,0.569,0,6,0.0,70,99,0.707,60,174,234,55,36,14,17,14,68,85,244,11,664.3,2,0,595.0,10,10,9,12,10,11,12,2,18,16,18,8,7,12,6,7,8,11,10,11,8,11,12,7,11,10,10,6,4,10
Players,203488,Mike Muscala,Mike,24,4,20,0.167,337.5883333333333,33,90,0.367,14,51,0.275,15,20,0.75,22,53,75,23,16,5,7,5,31,21,95,-134,239.5,0,0,231.0,16,17,9,15,17,18,17,23,11,11,20,18,19,13,11,14,14,17,14,20,17,8,9,17,18,14,18,13,2,18
Players,203490,Otto Porter Jr.,Otto,15,6,9,0.4,174.07333333333332,14,33,0.424,8,23,0.348,3,3,1.0,6,23,29,8,2,5,5,2,19,2,39,22,113.8,0,0,104.0,22,15,8,5,22,23,25,18,20,20,8,25,25,1,24,22,23,23,25,24,19,5,9,25,23,3,22,12,2,22
Players,203493,Reggie Bullock Jr.,Reggie,44,24,20,0.545,417.47333333333336,34,82,0.415,27,67,0.403,1,1,1.0,6,67,73,15,10,12,5,2,29,3,96,-53,247.1,0,0,245.0,12,11,6,3,13,13,13,17,9,10,2,17,17,1,16,13,13,13,13,13,13,1,5,16,13,15,13,10,4,13
Players,203496,Robert Covington,Robert,26,18,8,0.692,419.1283333333333,40,89,0.449,17,48,0.354,21,24,0.875,29,60,89,17,11,33,16,7,49,15,118,59,386.3,0,0,339.0,18,14,9,4,16,18,18,11,14,15,16,15,16,5,10,13,13,19,17,8,9,15,13,19,18,7,15,13,2,15
Players,203497,Rudy Gobert,Rudy,76,53,23,0.697,2593.113333333333,406,614,0.661,0,3,0.0,249,390,0.638,285,697,982,102,118,52,162,55,238,391,1061,411,2916.4,54,0,2573.0,5,5,13,9,2,3,6,1,17,18,17,3,2,15,1,1,1,8,3,7,1,16,19,1,4,2,2,1,1,2
Players,203501,Tim Hardaway Jr.,Tim,79,49,30,0.62,2120.3283333333334,392,976,0.402,211,597,0.353,144,169,0.852,22,232,254,139,69,42,6,33,106,158,1139,13,1727.3,0,0,1839.0,1,1,22,9,2,3,3,18,2,2,9,3,3,3,14,4,4,4,3,5,12,20,15,3,3,11,3,10,2,3
Players,203507,Giannis Antetokounmpo,Giannis,73,45,28,0.616,2567.2433333333333,837,1369,0.611,34,124,0.274,514,782,0.657,196,645,841,476,250,87,79,90,210,604,2222,339,4193.2,57,10,3905.0,5,5,17,10,2,1,1,1,10,10,15,1,1,17,1,1,1,2,1,1,2,21,21,1,1,2,1,1,1,1
Players,203552,Seth Curry,Seth,36,21,15,0.583,456.885,54,145,0.372,29,80,0.363,17,19,0.895,15,37,52,30,16,17,3,5,32,19,154,85,305.4,0,0,305.0,14,14,9,15,14,14,13,20,11,11,6,15,17,2,16,16,16,14,14,13,17,7,8,15,14,7,14,10,2,14
