GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,1630215,Jared Butler,Jared,40,6,34,0.15,565.6516666666666,98,201,0.488,24,78,0.308,31,36,0.861,9,49,58,126,50,29,8,13,58,43,251,-48,570.6,1,0,533.0,12,10,13,19,11,10,10,8,9,9,16,12,12,2,20,16,18,6,7,9,15,11,16,12,10,8,9,9,2,10
Players,1630217,Desmond Bane,Desmond,42,14,28,0.333,1442.8483333333334,360,776,0.464,137,360,0.381,140,161,0.87,36,149,185,230,112,43,22,61,120,125,997,-201,1647.0,3,0,1679.0,8,8,26,11,3,2,2,8,1,2,5,2,2,6,12,5,8,1,2,4,9,32,31,3,2,29,2,4,1,2
Players,1630219,Skylar Mays,Skylar,21,6,15,0.286,356.1666666666667,53,138,0.384,14,49,0.286,13,17,0.765,9,28,37,75,18,14,3,9,20,16,133,-94,322.9,2,0,293.0,17,13,5,5,15,14,14,18,13,13,14,15,15,11,19,17,19,11,15,13,18,7,5,16,14,10,14,6,1,14
Players,1630222,Mason Jones,Mason,5,3,2,0.6,27.683333333333334,2,8,0.25,2,7,0.286,1,2,0.5,1,4,5,5,2,1,0,1,3,2,7,-7,21.5,0,0,21.0,19,18,2,4,18,19,17,19,13,14,14,17,16,17,17,18,18,16,16,16,18,4,3,16,18,15,18,7,2,17
Players,1630224,Jalen Green,Jalen,82,41,41,0.5,2601.3816666666667,563,1332,0.423,201,605,0.332,283,352,0.804,41,382,423,291,191,66,28,108,115,279,1610,31,2645.1,7,1,2713.0,1,1,17,8,2,1,1,15,2,1,10,1,1,8,10,3,3,3,1,4,7,17,10,2,1,8,3,5,2,1
Players,1630227,Daishen Nix,Daishen,15,11,4,0.733,49.78333333333333,9,24,0.375,6,17,0.353,3,6,0.5,1,2,3,6,5,5,0,3,2,3,27,28,49.6,0,0,52.0,17,17,2,4,18,17,16,18,13,13,11,15,15,16,17,18,18,16,13,13,18,6,2,15,17,12,18,6,1,17
Players,1630228,Jonathan Kuminga,Jonathan,74,40,34,0.541,1949.513333333333,456,862,0.529,53,165,0.321,223,299,0.746,92,263,355,163,122,55,36,73,169,218,1188,125,2009.5,5,0,1941.0,2,5,17,15,4,3,3,4,8,8,12,2,2,8,5,5,4,6,3,3,4,18,18,2,3,4,3,5,2,3
Players,1630230,Naji Marshall,Naji,66,41,25,0.621,1257.1233333333332,170,367,0.463,58,150,0.387,68,86,0.791,53,187,240,128,65,49,12,21,91,66,466,205,1064.0,0,0,1014.0,5,5,13,5,8,8,8,7,7,7,6,7,7,10,6,8,8,7,6,9,10,14,13,8,8,4,9,8,2,8
Players,1630231,KJ Martin,KJ,58,31,27,0.534,715.1283333333333,93,171,0.544,7,23,0.304,21,39,0.538,40,88,128,50,30,20,11,28,97,27,214,-3,505.6,1,0,461.0,5,6,23,17,11,12,13,3,21,20,21,15,11,21,7,11,10,12,13,13,11,23,21,15,13,18,12,7,2,13
Players,1630235,Trent Forrest,Trent,38,18,20,0.474,413.76166666666666,34,90,0.378,2,10,0.2,13,17,0.765,11,40,51,92,20,11,3,5,25,15,83,-94,304.2,0,0,256.0,11,11,8,3,12,12,14,13,17,16,17,12,12,11,11,13,13,5,10,13,15,6,7,12,13,15,12,9,3,13
Players,1630240,Saben Lee,Saben,24,15,9,0.625,184.97166666666664,20,55,0.364,2,16,0.125,29,39,0.744,9,22,31,30,8,7,3,7,13,27,71,15,175.2,0,0,154.0,16,16,7,6,16,16,16,18,16,15,18,10,10,14,18,16,17,12,16,16,17,11,6,9,16,8,16,10,2,16
Players,1630241,Sam Merrill,Sam,61,36,25,0.59,1068.9183333333333,158,393,0.402,143,354,0.404,26,28,0.929,22,98,120,108,19,19,4,13,72,50,485,28,841.0,0,0,902.0,6,6,12,7,10,9,9,16,4,5,3,10,11,1,10,11,11,9,12,11,13,9,9,10,9,10,9,8,2,9
Players,1630243,Trevelin Queen,Trevelin,14,5,9,0.357,164.72666666666666,14,38,0.368,3,17,0.176,9,12,0.75,3,17,20,18,7,7,5,0,15,11,40,-9,120.0,0,0,105.0,17,17,3,18,15,15,15,16,16,15,16,14,14,8,15,15,15,15,15,15,13,1,4,14,15,14,15,6,2,15
Players,1630245,Ayo Dosunmu,Ayo,76,37,39,0.487,2212.468333333333,360,719,0.501,119,295,0.403,85,105,0.81,54,162,216,242,103,68,36,59,166,83,924,-158,1755.2,1,0,1709.0,4,1,14,5,4,4,4,5,3,4,2,6,5,5,5,6,7,5,4,4,5,16,15,6,4,16,6,5,1,5
Players,1630249,Vit Krejci,Vit,22,9,13,0.409,541.32,51,104,0.49,28,68,0.412,5,6,0.833,11,41,52,50,20,13,6,7,48,11,135,1,309.4,0,0,303.0,13,13,7,14,11,11,11,6,8,10,3,13,14,6,11,12,12,10,10,12,12,9,9,13,11,2,11,9,3,11
Players,1630256,Jae'Sean Tate,Jae'Sean,65,32,33,0.492,1031.4566666666667,108,229,0.472,23,77,0.299,26,39,0.667,61,136,197,64,37,42,15,17,137,56,265,78,731.4,0,0,663.0,7,7,10,14,9,10,10,7,10,9,12,11,11,14,5,7,7,10,10,7,10,7,12,11,11,5,10,10,4,10
Players,1630259,Jordan Ford,Jordan,6,2,4,0.333,21.816666666666663,4,7,0.571,2,3,0.667,2,2,1.0,0,2,2,2,1,0,0,0,0,1,12,14,16.4,0,0,18.0,18,19,3,20,19,16,18,5,13,17,1,16,16,1,19,19,19,18,19,19,18,1,1,17,16,8,19,7,2,19
Players,1630264,Anthony Gill,Anthony,50,9,41,0.18,466.4966666666666,75,160,0.469,10,41,0.244,29,36,0.806,37,57,94,34,23,13,11,16,48,29,189,5,401.8,0,0,375.0,7,7,17,13,13,12,12,11,17,14,21,13,12,7,7,12,11,12,11,15,10,14,12,13,12,4,14,13,2,13
Players,1630284,Kevon Harris,Kevon,2,1,1,0.5,6.05,2,3,0.667,0,0,0.0,0,0,0.0,0,2,2,1,1,0,0,0,3,0,4,0,6.9,0,0,7.0,18,18,1,16,18,18,18,1,18,18,18,17,18,17,18,18,18,18,18,18,17,1,1,18,18,13,18,6,2,18
Players,1630285,Zavier Simpson,Zavier,7,1,6,0.143,161.38333333333333,17,54,0.315,5,17,0.294,3,4,0.75,4,16,20,25,10,7,3,7,11,3,42,-29,123.5,0,0,112.0,25,27,10,30,21,24,23,30,19,21,19,23,25,17,27,25,25,21,21,20,21,15,9,29,25,14,23,15,1,23
Players,1630288,Jeff Dowtin Jr.,Jeff,12,7,5,0.583,142.01666666666668,20,36,0.556,9,19,0.474,3,4,0.75,3,17,20,27,5,7,1,2,1,6,52,21,135.5,0,0,124.0,21,21,8,14,20,20,21,2,19,21,2,20,21,13,20,20,20,16,20,21,21,8,5,20,20,10,20,13,2,20
Players,1630296,Braxton Key,Braxton,20,14,6,0.7,59.98333333333333,7,17,0.412,2,5,0.4,6,8,0.75,3,15,18,9,1,2,1,2,5,5,22,-11,65.1,0,0,57.0,15,16,3,8,15,17,16,15,16,16,4,13,13,7,13,14,14,15,16,15,14,4,1,14,16,12,15,8,2,15
Players,1630311,Pat Spencer,Pat,6,4,2,0.667,25.65,2,4,0.5,0,2,0.0,0,0,0.0,2,2,4,5,1,0,0,0,1,0,4,-6,15.3,0,0,13.0,17,18,2,4,17,17,18,6,15,15,15,18,18,18,17,18,18,16,18,18,18,1,1,18,17,14,18,10,2,18
Players,1630314,Brandon Williams,Brandon,17,10,7,0.588,112.87,20,54,0.37,3,15,0.2,11,17,0.647,4,9,13,17,7,1,1,5,4,15,54,-57,94.1,0,0,91.0,19,18,4,14,19,19,19,21,15,15,18,18,18,15,18,19,19,17,19,20,20,7,3,16,19,17,19,10,2,19
Players,1630322,Lindy Waters III,Lindy,38,25,13,0.658,280.2083333333333,49,104,0.471,37,85,0.435,2,2,1.0,7,33,40,24,7,5,7,1,23,3,137,-35,250.0,0,0,262.0,11,11,12,18,14,11,13,10,11,11,3,17,18,1,14,13,13,14,15,14,11,6,12,17,12,22,13,5,2,13
Players,1630346,Matt Ryan,Matt,28,14,14,0.5,390.385,49,113,0.434,41,91,0.451,13,14,0.929,6,34,40,18,19,6,1,1,32,17,152,13,229.0,0,0,265.0,14,14,7,17,12,12,12,11,9,10,2,13,14,2,14,14,14,14,12,14,15,3,8,13,12,13,14,8,2,12
Players,1630526,Jeremiah Robinson-Earl,Jeremiah,39,22,17,0.564,334.31333333333333,45,95,0.474,13,39,0.333,12,16,0.75,23,53,76,21,16,10,4,3,24,14,115,-22,263.7,0,0,253.0,13,13,8,14,13,13,13,6,12,12,11,14,13,13,13,13,13,13,13,12,13,7,7,14,13,20,13,8,2,14
Players,1630527,Brandon Boston Jr.,Brandon,32,17,15,0.531,345.1716666666667,65,161,0.404,14,52,0.269,23,33,0.697,19,33,52,13,24,11,8,13,40,22,167,-111,281.9,0,0,284.0,13,13,8,19,14,12,11,14,10,10,14,11,11,13,12,14,14,15,12,14,11,10,8,12,12,21,12,11,4,12
Players,1630529,Herbert Jones,Herbert,76,46,30,0.605,2321.4283333333333,293,588,0.498,114,273,0.418,137,158,0.867,74,198,272,199,93,105,62,42,224,139,837,231,1869.9,0,0,1756.0,2,2,19,7,1,5,6,4,3,4,4,4,4,4,4,7,7,4,5,1,2,17,20,4,6,3,5,8,2,5
Players,1630530,Trey Murphy III,Trey,57,35,22,0.614,1690.265,275,621,0.443,169,445,0.38,123,151,0.815,42,238,280,124,34,51,28,16,70,102,842,265,1567.0,1,0,1573.0,10,9,11,6,6,6,5,10,2,2,7,5,5,8,9,5,6,8,11,7,6,12,10,6,5,1,6,6,2,6
Players,1630531,Jaden Springer,Jaden,32,17,15,0.531,377.365,46,118,0.39,8,37,0.216,28,34,0.824,25,33,58,35,26,25,11,14,49,29,128,-66,332.1,0,0,301.0,14,15,16,18,17,17,15,22,20,17,23,12,13,10,13,17,15,14,14,10,11,20,13,13,17,28,16,13,2,16
Players,1630532,Franz Wagner,Franz,72,44,28,0.611,2337.4166666666665,528,1096,0.482,94,334,0.281,271,319,0.85,72,309,381,269,137,76,28,77,168,277,1421,204,2456.7,0,0,2373.0,5,4,11,4,2,2,2,6,3,3,12,2,2,1,6,2,2,2,2,2,6,17,16,2,2,1,2,6,2,2
Players,1630533,Ziaire Williams,Ziaire,51,20,31,0.392,1037.6816666666666,150,378,0.397,58,189,0.307,62,75,0.827,35,145,180,75,66,36,9,27,85,74,420,-247,817.5,1,0,823.0,5,3,27,5,8,7,7,22,7,7,16,6,7,9,13,7,9,13,5,8,14,29,29,7,7,31,7,11,1,8
Players,1630534,Ochai Agbaji,Ochai,51,25,26,0.49,1003.3866666666668,106,249,0.426,47,142,0.331,15,20,0.75,35,91,126,47,34,27,29,21,66,24,274,-121,629.7,0,0,606.0,8,5,10,4,11,12,11,15,9,8,12,15,15,15,11,13,12,12,13,12,4,13,10,14,12,13,12,14,2,12
Players,1630535,Greg Brown III,Greg,6,3,3,0.5,39.74333333333333,5,11,0.455,1,3,0.333,4,9,0.444,3,6,9,4,4,0,4,1,5,5,15,-9,39.8,0,0,37.0,20,20,2,19,20,21,21,12,16,17,12,20,19,20,20,21,20,20,20,21,14,2,4,20,21,13,20,10,2,21
Players,1630537,Chris Duarte,Chris,59,35,24,0.593,719.5183333333333,80,210,0.381,44,127,0.346,26,33,0.788,26,80,106,44,26,28,8,11,80,48,230,-67,505.2,0,0,496.0,8,8,10,5,10,11,10,18,10,9,13,9,12,6,12,11,11,11,12,8,11,13,11,8,10,19,10,7,2,10
Players,1630538,Bones Hyland,Bones,37,20,17,0.541,540.21,97,251,0.386,44,135,0.326,18,23,0.783,5,50,55,93,44,26,4,20,51,34,256,-65,507.5,1,0,508.0,12,12,9,18,11,10,10,16,7,8,10,12,12,9,16,11,13,6,8,8,14,12,11,11,10,18,11,8,4,11
Players,1630540,Miles McBride,Miles,68,42,26,0.618,1327.74,205,454,0.452,109,266,0.41,43,50,0.86,31,69,100,114,30,50,7,21,108,57,562,-16,994.0,0,0,999.0,5,5,22,15,6,6,5,11,3,3,3,9,10,6,9,13,11,6,11,5,11,18,21,9,6,21,7,7,3,6
Players,1630541,Moses Moody,Moses,66,38,28,0.576,1155.885,194,420,0.462,72,200,0.36,73,93,0.785,65,131,196,57,44,42,24,30,90,80,533,99,1007.7,0,0,990.0,8,7,10,10,9,8,7,9,7,6,10,7,6,6,8,11,11,11,11,7,8,13,8,9,7,6,11,10,2,11
Players,1630543,Isaiah Jackson,Isaiah,60,37,23,0.617,770.905,155,233,0.665,0,4,0.0,73,102,0.716,94,144,238,50,39,34,61,22,137,95,383,29,989.6,4,0,861.0,8,7,12,6,13,11,12,1,16,16,16,7,7,16,3,9,7,13,12,10,2,15,18,8,12,11,11,5,3,11
Players,1630544,Tre Mann,Tre,28,10,18,0.357,867.66,125,276,0.453,39,107,0.364,44,58,0.759,16,109,125,145,56,48,3,17,45,73,333,-122,797.5,0,0,744.0,12,7,10,4,8,9,11,9,9,10,8,12,11,15,15,5,8,6,8,3,21,18,9,9,9,12,7,11,2,8
Players,1630547,James Bouknight,James,14,0,14,0.0,80.9,18,41,0.439,13,30,0.433,1,2,0.5,1,8,9,6,2,1,1,2,3,3,50,-11,73.8,0,0,82.0,21,25,8,25,24,22,22,14,16,16,3,26,25,26,25,24,24,24,25,25,23,4,2,24,22,3,24,11,2,24
Players,1630548,Johnny Juzang,Johnny,20,5,15,0.25,371.8033333333333,51,110,0.464,32,77,0.416,10,14,0.714,7,29,36,23,13,4,2,4,29,12,144,-8,226.7,0,0,247.0,16,16,6,18,16,16,16,11,13,13,3,16,16,17,19,17,17,15,16,17,18,6,6,16,16,6,16,14,2,16
Players,1630549,Day'Ron Sharpe,Day'Ron,61,25,36,0.41,920.575,168,294,0.571,4,15,0.267,75,123,0.61,161,228,389,85,70,24,44,29,131,106,415,64,1143.3,6,0,1029.0,6,4,14,8,11,8,12,3,14,14,16,7,5,15,2,3,2,11,4,10,2,17,18,5,10,1,7,2,1,7
Players,1630550,JT Thor,JT,63,16,47,0.254,780.6266666666667,80,183,0.437,28,81,0.346,11,20,0.55,43,103,146,29,15,11,27,15,60,18,199,-49,516.7,0,0,478.0,4,3,22,11,11,16,15,16,12,13,14,17,15,25,6,8,7,16,18,17,5,16,18,16,16,9,14,11,2,15
Players,1630551,Justin Champagnie,Justin,15,3,12,0.2,234.8383333333333,32,78,0.41,13,45,0.289,12,15,0.8,19,34,53,19,10,10,9,6,14,10,89,-59,228.1,0,0,212.0,20,19,5,5,19,19,19,19,14,13,17,21,21,8,13,19,19,18,19,16,14,9,4,22,19,11,19,13,2,19
Players,1630552,Jalen Johnson,Jalen,56,27,29,0.482,1888.8666666666663,359,702,0.511,71,200,0.355,107,147,0.728,74,414,488,203,101,67,47,51,133,124,896,-76,2027.1,19,1,1886.0,7,6,11,2,5,4,4,5,7,6,9,7,7,14,4,2,2,4,4,4,3,15,14,7,4,14,5,4,1,5
Players,1630553,Keon Johnson,Keon,5,0,5,0.0,61.40166666666666,8,21,0.381,4,10,0.4,11,12,0.917,3,4,7,3,5,3,1,1,5,8,31,-25,50.9,0,0,53.0,19,21,3,21,19,18,18,18,14,16,2,15,17,2,18,19,19,20,17,17,18,2,5,17,18,10,19,13,1,18
Players,1630554,Jason Preston,Jason,7,2,5,0.286,71.13333333333334,6,19,0.316,0,3,0.0,0,0,0.0,6,11,17,16,2,2,1,2,3,0,12,23,63.4,0,0,51.0,19,18,3,16,21,21,21,21,21,21,21,21,21,21,20,19,20,19,21,21,20,4,1,21,21,1,21,14,2,21
Players,1630556,Kessler Edwards,Kessler,54,32,22,0.593,274.7416666666667,34,82,0.415,20,52,0.385,5,9,0.556,9,33,42,15,4,10,4,6,26,13,93,-45,203.9,0,0,198.0,11,11,9,6,14,14,13,16,12,12,4,15,15,15,15,14,14,15,15,14,14,8,6,14,14,17,14,7,2,14
Players,1630557,Corey Kispert,Corey,80,15,65,0.188,2067.435,386,794,0.486,184,480,0.383,114,157,0.726,30,195,225,157,98,42,16,48,141,116,1070,-445,1651.5,1,0,1752.0,1,1,24,9,4,4,4,9,1,2,4,4,4,15,10,5,5,5,4,6,8,21,20,4,4,21,5,9,2,4
Players,1630558,Davion Mitchell,Davion,72,41,31,0.569,1101.1,146,323,0.452,57,158,0.361,30,42,0.714,19,76,95,134,43,17,3,10,85,50,379,-45,711.0,0,0,705.0,5,6,16,10,8,7,7,11,8,8,9,8,9,10,13,12,13,5,7,10,15,11,12,7,8,17,9,7,2,9
Players,1630559,Austin Reaves,Austin,82,47,35,0.573,2628.95,457,940,0.486,154,420,0.367,232,272,0.853,57,295,352,450,174,66,25,48,153,243,1300,-41,2496.4,9,1,2438.0,1,1,21,9,2,4,4,7,2,2,8,3,3,4,5,3,3,3,2,4,7,19,19,3,4,15,4,4,3,4
Players,1630560,Cam Thomas,Cam,66,23,43,0.348,2074.85,526,1190,0.442,144,396,0.364,286,334,0.856,28,186,214,192,124,45,16,78,138,272,1482,-201,2085.8,0,0,2154.0,4,6,19,17,3,2,2,9,2,2,8,1,1,3,11,6,7,4,2,6,8,21,19,1,2,20,3,13,1,2
Players,1630561,David Duke Jr.,David,4,3,1,0.75,51.35,10,18,0.556,3,6,0.5,3,3,1.0,2,8,10,5,3,2,0,0,4,4,26,6,48.5,0,0,48.0,17,16,1,1,17,17,17,5,14,17,2,18,18,1,17,17,17,18,16,17,19,1,3,17,17,6,17,7,3,17
Players,1630562,Matt Hurt,Matt,8,2,6,0.25,113.23833333333332,12,34,0.353,5,20,0.25,3,3,1.0,9,7,16,4,2,3,3,1,8,5,32,-12,73.2,0,0,69.0,24,23,10,22,27,27,27,26,19,20,22,23,26,1,19,31,27,29,29,27,21,4,5,26,27,8,27,15,1,27
Players,1630563,Joshua Primo,Joshua,2,2,0,1.0,10.266666666666667,1,3,0.333,0,1,0.0,0,0,0.0,1,0,1,0,4,0,1,1,0,0,2,-1,2.2,0,0,5.0,20,18,1,1,21,21,21,19,18,19,18,20,20,20,19,21,21,20,16,20,18,4,1,20,21,12,21,11,4,21
Players,1630564,RaiQuan Gray,RaiQuan,3,2,1,0.667,39.03333333333333,10,17,0.588,3,7,0.429,0,0,0.0,2,5,7,6,1,1,1,1,0,0,23,14,45.4,0,0,43.0,18,18,1,2,18,17,18,4,14,16,4,19,19,19,17,19,19,17,18,18,17,4,1,19,18,4,18,7,3,18
Players,1630567,Scottie Barnes,Scottie,60,22,38,0.367,2094.248333333333,447,942,0.475,101,296,0.341,196,251,0.781,141,353,494,363,165,75,88,48,118,215,1191,-144,2652.3,25,4,2475.0,2,2,27,8,1,1,1,9,3,2,10,1,1,14,2,1,1,1,1,2,1,29,29,1,1,22,1,1,1,1
Players,1630568,Luka Garza,Luka,25,17,8,0.68,121.84,36,75,0.48,9,32,0.281,18,25,0.72,19,12,31,4,6,4,1,5,24,21,99,7,151.2,0,0,153.0,14,15,6,15,14,13,13,7,12,12,13,11,10,12,9,16,13,18,12,16,14,9,8,11,13,15,13,6,1,13
Players,1630570,Trendon Watford,Trendon,63,25,38,0.397,856.52,164,311,0.527,27,68,0.397,77,97,0.794,52,142,194,81,63,23,19,25,106,78,432,-73,849.3,1,0,818.0,5,4,17,10,12,9,11,5,10,11,3,6,7,7,6,8,8,12,7,11,7,15,14,7,8,15,11,9,1,11
Players,1630572,Sandro Mamukelashvili,Sandro,46,12,34,0.261,450.9583333333333,73,155,0.471,19,64,0.297,25,34,0.735,45,102,147,49,19,7,12,11,35,26,190,45,477.9,3,0,443.0,11,11,9,11,12,12,12,13,12,12,16,12,12,13,6,10,10,12,12,15,9,10,8,12,12,1,11,5,3,12
Players,1630573,Sam Hauser,Sam,79,62,17,0.785,1740.585,249,558,0.446,197,465,0.424,17,19,0.895,45,231,276,82,32,40,25,11,99,21,712,492,1329.2,0,0,1397.0,2,2,16,10,6,7,7,13,2,3,5,11,12,3,11,7,7,8,8,6,8,10,13,11,7,3,8,10,3,8
Players,1630577,Julian Champagnie,Julian,74,19,55,0.257,1467.875,164,402,0.408,101,277,0.365,75,92,0.815,42,164,206,103,57,48,42,20,77,63,504,-141,1118.7,0,0,1094.0,3,2,16,12,8,9,8,19,4,4,7,7,7,5,8,7,7,10,8,6,3,13,12,8,8,11,7,7,3,8
Players,1630578,Alperen Sengun,Alperen,63,29,34,0.46,2045.635,527,982,0.537,33,111,0.297,244,352,0.693,183,406,589,312,162,76,46,75,211,326,1331,49,2709.8,29,2,2509.0,8,9,11,16,5,2,3,3,8,8,13,2,1,11,1,2,2,2,2,3,3,16,16,1,2,6,2,1,1,3
Players,1630579,Jericho Sims,Jericho,45,30,15,0.667,584.7833333333333,38,55,0.691,0,0,0.0,16,24,0.667,56,91,147,25,16,8,19,2,45,26,92,-10,370.9,0,0,318.0,8,7,18,6,13,15,15,1,21,24,21,15,15,18,7,9,8,13,14,13,7,10,15,14,15,18,14,7,3,14
Players,1630581,Josh Giddey,Josh,80,56,24,0.7,2011.5583333333332,402,847,0.475,82,243,0.337,100,124,0.806,111,403,514,386,168,52,44,70,111,97,986,376,2301.8,10,3,2160.0,3,3,18,11,5,4,4,9,7,5,14,5,5,9,2,2,2,2,1,7,5,21,17,5,4,4,4,2,1,4
Players,1630583,Santi Aldama,Santi,61,23,38,0.377,1618.0566666666666,247,568,0.435,106,304,0.349,54,87,0.621,72,280,352,138,69,43,54,26,89,88,654,-275,1505.4,5,0,1444.0,2,1,32,7,2,3,3,14,4,3,9,7,6,22,2,1,2,4,4,4,2,28,30,5,4,32,3,1,1,3
Players,1630586,Usman Garuba,Usman,6,5,1,0.833,17.783333333333335,1,6,0.167,0,1,0.0,1,2,0.5,3,4,7,1,2,1,3,2,2,1,3,-11,22.9,0,0,19.0,17,17,1,1,18,18,17,18,15,16,15,17,17,17,16,17,16,18,16,16,13,3,2,17,18,15,17,10,2,17
Players,1630587,Isaiah Livers,Isaiah,23,1,22,0.043,469.39666666666665,40,116,0.345,22,77,0.286,12,18,0.667,15,33,48,25,16,13,5,8,43,15,114,-199,247.1,0,0,245.0,16,24,18,27,15,17,16,26,12,11,22,21,20,21,11,20,18,16,17,15,16,15,19,20,18,23,18,11,1,17
Players,1630590,Scotty Pippen Jr.,Scotty,21,5,16,0.238,526.8283333333334,100,203,0.493,30,72,0.417,41,55,0.745,22,45,67,98,56,36,10,12,60,65,271,-72,580.4,0,0,558.0,16,19,18,24,16,11,13,6,13,13,3,11,11,18,15,17,16,8,8,8,13,18,21,8,11,20,12,15,1,13
Players,1630591,Jalen Suggs,Jalen,75,43,32,0.573,2024.59,336,714,0.471,153,385,0.397,118,156,0.756,48,181,229,205,132,106,47,26,205,183,943,45,1852.3,0,0,1836.0,4,5,15,10,3,3,4,8,1,1,2,5,5,6,9,7,8,4,3,1,3,13,18,4,3,8,3,6,2,3
Players,1630592,Jalen Wilson,Jalen,43,14,29,0.326,664.5366666666666,76,179,0.425,24,74,0.324,38,46,0.826,47,84,131,45,19,11,4,11,48,34,214,-4,464.7,1,0,444.0,12,12,10,19,13,13,13,12,11,10,12,11,11,4,8,14,11,14,14,14,15,9,9,12,13,4,13,9,1,13
Players,1630595,Cade Cunningham,Cade,62,9,53,0.145,2074.225,524,1167,0.449,119,335,0.355,238,274,0.869,33,235,268,464,212,56,22,92,153,194,1405,-350,2444.6,14,0,2412.0,5,5,27,18,2,1,1,15,2,2,12,1,2,8,7,3,5,1,1,3,6,31,28,2,1,30,1,2,1,1
Players,1630596,Evan Mobley,Evan,50,29,21,0.58,1532.35,320,553,0.579,22,59,0.373,123,171,0.719,112,356,468,160,90,45,72,39,134,137,785,33,1847.6,22,0,1669.0,11,11,9,10,8,5,7,4,9,9,7,5,5,11,2,2,2,6,6,7,2,13,14,5,6,8,5,2,2,6
Players,1630598,Aaron Wiggins,Aaron,78,55,23,0.705,1227.9383333333333,212,377,0.562,62,126,0.492,56,71,0.789,60,126,186,86,56,56,19,33,91,59,542,94,1063.2,0,0,1026.0,5,4,17,10,8,8,8,3,8,10,2,6,6,12,6,10,9,10,6,5,9,18,14,7,8,11,8,5,2,8
Players,1630600,Isaiah Mobley,Isaiah,10,2,8,0.2,71.92166666666667,10,24,0.417,3,10,0.3,0,1,0.0,3,7,10,6,2,2,0,2,6,2,23,-30,48.0,0,0,46.0,16,17,4,18,16,16,16,14,13,14,14,16,17,16,15,16,16,16,16,14,16,4,4,16,16,15,16,8,2,16
Players,1630604,E.J. Liddell,E.J.,8,3,5,0.375,23.08333333333333,1,6,0.167,0,5,0.0,2,2,1.0,0,5,5,1,2,2,2,0,2,1,4,-4,21.5,0,0,18.0,16,16,5,19,17,18,17,18,17,15,17,17,17,1,18,17,17,17,16,16,14,1,4,17,17,18,17,8,2,17
Players,1630606,Javonte Smart,Javonte,1,1,0,1.0,0.6666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0,0,0.0,27,23,1,1,28,25,27,25,24,26,24,22,22,22,23,28,28,25,25,24,23,1,1,23,25,18,28,13,2,28
Players,1630608,Malcolm Cazalon,Malcolm,1,0,1,0.0,2.583333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0,0,0.0,31,28,1,28,31,31,31,31,29,31,29,30,30,30,31,31,31,31,29,30,31,1,1,30,31,4,31,11,1,31
Players,1630610,DeJon Jarreau,DeJon,9,2,7,0.222,149.54666666666665,17,50,0.34,4,13,0.308,5,11,0.455,8,36,44,26,9,6,2,1,14,8,43,-24,149.8,0,0,133.0,21,23,13,26,23,24,24,28,22,22,15,22,21,26,20,20,20,20,22,22,24,4,11,22,24,11,22,15,1,21
Players,1630611,Gui Santos,Gui,23,17,6,0.739,192.09,28,55,0.509,10,27,0.37,16,17,0.941,17,32,49,14,7,4,2,4,23,12,82,16,172.8,0,0,167.0,15,14,4,3,15,14,15,5,13,13,7,13,14,1,14,14,14,15,15,14,16,5,4,14,14,12,14,10,2,14
Players,1630618,D.J. Carton,D.J.,4,2,2,0.5,35.53333333333333,3,8,0.375,1,4,0.25,4,5,0.8,2,2,4,3,1,1,0,0,3,3,11,-31,22.3,0,0,21.0,26,23,4,2,27,27,27,23,23,25,19,23,24,13,26,27,27,26,26,27,26,1,4,24,27,12,27,12,2,27
Players,1630622,Jalen Crutcher,Jalen,1,1,0,1.0,2.65,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,18,18,1,1,20,19,20,19,17,20,17,18,18,18,18,20,20,18,17,18,18,1,1,18,19,16,20,8,2,20
Players,1630625,Dalano Banton,Dalano,30,6,24,0.2,875.7533333333333,183,449,0.408,57,183,0.311,78,100,0.78,29,114,143,108,67,28,17,32,44,69,501,-242,902.6,2,0,899.0,14,13,9,15,12,9,8,13,9,7,12,7,7,9,12,11,11,5,7,9,9,15,9,10,10,16,11,6,1,11
